filter_id	lambda_eff	zp_v	mag_fromVega_toST	mag_fromVega_toAB
"LCO.Magellan2Clay(6,5m).MagAOXSci1.None.zp"	9054.44	2227.54	notfound	notfound
"LCO.Magellan2Clay(6,5m).MagAOXSci2.None.gp"	5245.28	3771.04	notfound	notfound
"LCO.Magellan2Clay(6,5m).MagAOXSci2.None.ip"	7567.76	2549.32	notfound	notfound
"LCO.Magellan2Clay(6,5m).MagAOXSci2.None.rp"	6091.33	3213.76	notfound	notfound
"LCO.Magellan2Clay(6,5m).MagAOXSci2.None.zp"	9041.88	2227.88	notfound	notfound
"LCO.Magellan2Clay(6,5m).MAGIC.Harris.B"	4300.43	3845.86	notfound	0.131
"LCO.Magellan2Clay(6,5m).MAGIC.Mould.I"	8158.09	2371.33	notfound	notfound
"LCO.Magellan2Clay(6,5m).MAGIC.None.R"	6427.35	2958.69	notfound	notfound
"LCO.Magellan2Clay(6,5m).MAGIC.None.V"	5377.82	3629.53	notfound	notfound
"LCO.Magellan2Clay(6,5m).MAGIC.SDSS.gp"	4734.07	3960.13	notfound	notfound
"LCO.Magellan2Clay(6,5m).MAGIC.SDSS.ip"	7566.25	2548.38	notfound	notfound
"LCO.Magellan2Clay(6,5m).MAGIC.SDSS.rp"	6101.68	3168.34	notfound	notfound
"LCO.Magellan2Clay(6,5m).MAGIC.SDSS.up"	3594.4	1524.61	notfound	notfound
"LCO.Magellan2Clay(6,5m).MAGIC.SDSS.zp"	9037.98	2255.39	notfound	notfound
"LCO.Magellan2Clay(6,5m).MMIRS.None.H"	16293.4	1032.51	notfound	notfound
"LCO.Magellan2Clay(6,5m).MMIRS.None.Hk"	16508.95	861.27	notfound	notfound
"LCO.Magellan2Clay(6,5m).MMIRS.None.Hk3"	16070.52	921.62	notfound	notfound
"LCO.Magellan2Clay(6,5m).MMIRS.None.J"	12453	1555.97	notfound	notfound
"LCO.Magellan2Clay(6,5m).MMIRS.None.K"	21454.03	668.27	notfound	notfound
"LCO.Magellan2Clay(6,5m).MMIRS.None.Ks"	21454.33	668.26	notfound	notfound
"LCO.Magellan2Clay(6,5m).MMIRS.None.Y"	10166.24	2093.17	notfound	notfound
"LCO.Magellan2Clay(6,5m).OGLEIV.None.I"	7968.7	2408.32	notfound	notfound
"LCO.Magellan2Clay(6,5m).OGLEIV.None.V"	5344.6	3687.46	notfound	notfound
"LCO.Magellan2Clay(6,5m).VisAO.None.ip"	7603.11	2535.65	notfound	notfound
"LCO.Magellan2Clay(6,5m).VisAO.None.rp"	6190.81	3152	notfound	notfound
"LCO.Magellan2Clay(6,5m).VisAO.None.Ys"	9793.5	2185.65	notfound	notfound
"LCO.Magellan2Clay(6,5m).VisAO.None.zp"	9017.29	2227.98	notfound	notfound
"LCO.Magellan2Clay(6,5m).WFNone.None.B"	4386.32	4007.45	notfound	notfound
"LCO.Magellan2Clay(6,5m).WFNone.None.I"	8439.12	2327.37	notfound	notfound
"LCO.Magellan2Clay(6,5m).WFNone.None.R"	6393.45	2998.11	notfound	notfound
"LCO.Magellan2Clay(6,5m).WFNone.None.V"	5368.94	3633.48	notfound	notfound
LCO.Swope(1m).CSP.None.B	4394.17	3989.77	notfound	notfound
LCO.Swope(1m).CSP.None.g	4734.32	3910.44	notfound	notfound
LCO.Swope(1m).CSP.None.H	16173.49	1042.89	notfound	notfound
LCO.Swope(1m).CSP.None.i	7585.98	2543.72	notfound	notfound
LCO.Swope(1m).CSP.None.K	21504.33	665.64	notfound	notfound
LCO.Swope(1m).CSP.None.r	6185.57	3122.61	notfound	notfound
LCO.Swope(1m).CSP.None.u	3670.92	1714.15	notfound	notfound
LCO.Swope(1m).CSP.None.V	5358.16	3644.79	notfound	notfound
LCO.Swope(1m).CSP.None.Y	10346.7	2020.75	notfound	notfound
LCO.Swope(1m).CSP2.None.B	4396.19	3995.02	notfound	notfound
LCO.Swope(1m).CSP2.None.g	4717.7	3917.99	notfound	notfound
LCO.Swope(1m).CSP2.None.i	7604.46	2536.41	notfound	notfound
LCO.Swope(1m).CSP2.None.r	6181.61	3124.13	notfound	notfound
LCO.Swope(1m).CSP2.None.u	3648.32	1680.67	notfound	notfound
LCO.Swope(1m).CSP2.None.V	5350.46	3647.65	notfound	notfound
LCO.Swope(1m).e2v.None.B	4396.19	3995.02	notfound	notfound
LCO.Swope(1m).e2v.None.g	4717.7	3917.99	notfound	notfound
LCO.Swope(1m).e2v.None.i	6181.61	3124.13	notfound	notfound
LCO.Swope(1m).e2v.None.r	6181.61	3124.13	notfound	notfound
LCO.Swope(1m).e2v.None.u	3648.32	1680.67	notfound	notfound
LCO.Swope(1m).e2v.None.V	5350.46	3647.65	notfound	notfound
LCO.Swope(1m).RetroCam.None.H	16173.49	1042.89	notfound	notfound
LCO.Swope(1m).RetroCam.None.J	12373.05	1564.75	notfound	notfound
LCO.Swope(1m).RetroCam.None.K	21504.33	665.64	notfound	notfound
LCO.Swope(1m).RetroCam.None.Y	10346.7	2020.75	notfound	notfound
LCO.Swope(1m).SITe.None.B	4394.17	3989.77	notfound	notfound
LCO.Swope(1m).SITe.None.g	4734.32	3910.44	notfound	notfound
LCO.Swope(1m).SITe.None.i	7585.98	2543.72	notfound	notfound
LCO.Swope(1m).SITe.None.r	6185.57	3122.61	notfound	notfound
LCO.Swope(1m).SITe.None.u	3670.92	1714.15	notfound	notfound
LCO.Swope(1m).SITe.None.V	5358.16	3644.79	notfound	notfound
LICK.None.None.None.B	4335.9	3959.49	notfound	notfound
LICK.None.None.None.I	8792.27	2218.25	notfound	notfound
LICK.None.None.None.R	6307.33	3047.35	notfound	notfound
LICK.None.None.None.Rs	6769.13	2841.58	notfound	notfound
LICK.None.None.None.U	3694.69	1886.71	notfound	notfound
LICK.None.None.None.V	5337.48	3652.36	notfound	notfound
"LSO.Danish(1,54m).DFOSC.Bessel.B"	4365.85	3967.24	notfound	notfound
"LSO.Danish(1,54m).DFOSC.Bessel.R"	6541.35	2978.69	notfound	notfound
"LSO.Danish(1,54m).DFOSC.Bessel.U"	3588.38	1507.7	notfound	notfound
"LSO.Danish(1,54m).DFOSC.Bessel.V"	5460.77	3590.21	notfound	notfound
"LSO.Danish(1,54m).DFOSC.Gunn.g"	5121.96	3770.84	notfound	notfound
"LSO.Danish(1,54m).DFOSC.Gunn.i"	8074.05	2395.8	notfound	notfound
"LSO.Danish(1,54m).DFOSC.Gunn.r"	6670.81	2900.77	notfound	notfound
"LSO.Danish(1,54m).DFOSC.Gunn.z"	10318.05	1993.51	notfound	notfound
"LSO.MPG-ESO(2,2m).GROND.None.gp"	4504.49	3959.31	notfound	0.01
"LSO.MPG-ESO(2,2m).GROND.None.H"	16330.2	1028.89	notfound	1.38
"LSO.MPG-ESO(2,2m).GROND.None.ip"	7604.74	2547.79	notfound	0.39
"LSO.MPG-ESO(2,2m).GROND.None.J"	12246.51	1583.35	notfound	0.91
"LSO.MPG-ESO(2,2m).GROND.None.K"	21550.42	663.03	notfound	1.79
"LSO.MPG-ESO(2,2m).GROND.None.rp"	6097.98	3152.7	notfound	0.15
"LSO.MPG-ESO(2,2m).GROND.None.zp"	8929.33	2248.77	notfound	0.51
"LSO.MPG-ESO(2,2m).WFI.None.B"	4554.24	4052.2	0	-0.13
"LSO.MPG-ESO(2,2m).WFI.None.I"	8523.6	2303.49	0	0.49
"LSO.MPG-ESO(2,2m).WFI.None.R"	6412.66	3003.29	0	0.19
"LSO.MPG-ESO(2,2m).WFI.None.Ic"	8523.6	2303.49	0	0.49
"LSO.MPG-ESO(2,2m).WFI.None.Rc"	6412.66	3003.29	0	0.19
"LSO.MPG-ESO(2,2m).WFI.None.U"	3691.89	1731.36	0	0.77
"LSO.MPG-ESO(2,2m).WFI.None.V"	5353.04	3663.35	0	-0.02
"LSO.MPG-ESO(2,2m).WFI.None.white"	6310.06	2234.02	notfound	notfound
"LSO.NTT(3,58m).EFOSC.Johnson.U"	3545	1780.3	notfound	notfound
"LSO.NTT(3,58m).EFOSC.Johnson.B"	4400	3897.71	notfound	notfound
"LSO.NTT(3,58m).EFOSC.Johnson.V"	5476	3562	notfound	notfound
"LSO.NTT(3,58m).EFOSC.Johnson.R"	6431	2935.65	notfound	notfound
"LSO.NTT(3,58m).EFOSC.None.g"	5169	3840.8	notfound	notfound
"LSO.NTT(3,58m).EFOSC.None.r"	6694	2953.29	notfound	notfound
"LSO.NTT(3,58m).EFOSC.None.i"	7931	2424.09	notfound	notfound
"LSO.NTT(3,58m).EFOSC.None.z"	8400	2126.68	notfound	notfound
"LSO.NTT(3,58m).EFOSC2.Johnson.U"	3545	1780.3	notfound	notfound
"LSO.NTT(3,58m).EFOSC2.Johnson.B"	4400	3897.71	notfound	notfound
"LSO.NTT(3,58m).EFOSC2.Johnson.V"	5476	3562	notfound	notfound
"LSO.NTT(3,58m).EFOSC2.Johnson.R"	6431	2935.65	notfound	notfound
"LSO.NTT(3,58m).EFOSC2.None.g"	5169	3840.8	notfound	notfound
"LSO.NTT(3,58m).EFOSC2.None.r"	6694	2953.29	notfound	notfound
"LSO.NTT(3,58m).EFOSC2.None.i"	7931	2424.09	notfound	notfound
"LSO.NTT(3,58m).EFOSC2.None.z"	8400	2126.68	notfound	notfound
"LSO.NTT(3,58m).EMMI.Bessel.B"	4250.29	3874.61	notfound	notfound
"LSO.NTT(3,58m).EMMI.Bessel.U"	3582.5	1507.52	notfound	notfound
"LSO.NTT(3,58m).EMMI.Gunn.g"	5082.65	3772.37	notfound	notfound
"LSO.NTT(3,58m).EMMI.Gunn.r"	6761.39	2849.21	notfound	notfound
"LSO.NTT(3,58m).EMMI.Gunn.z"	9958.68	2133.86	notfound	notfound
"LSO.NTT(3,58m).EMMI.None.Bf"	4200.35	3577.15	notfound	notfound
"LSO.NTT(3,58m).EMMI.None.I"	7925.25	2415.93	notfound	notfound
"LSO.NTT(3,58m).EMMI.None.R"	6471.36	2932.42	notfound	notfound
"LSO.NTT(3,58m).EMMI.None.V"	5430.86	3577.67	notfound	notfound
"LSO.NTT(3,58m).EMMI.None.Z"	10024.57	2002.85	notfound	notfound
"LSO.NTT(3,58m).EMMI.Tyson.Bj"	4510.66	3655.66	notfound	notfound
"LSO.NTT(3,58m).SOFI.None.H"	16366.01	1025.41	notfound	1.358
"LSO.NTT(3,58m).SOFI.None.J"	12335.92	1559.2	notfound	0.885
"LSO.NTT(3,58m).SOFI.None.Js"	12427.89	1558.97	notfound	0.909
"LSO.NTT(3,58m).SOFI.None.Ks"	21521.71	665.83	notfound	1.837
"LSO.NTT(3,58m).SUSI2.Bessel.B"	4228.3	3790.37	notfound	notfound
"LSO.NTT(3,58m).SUSI2.Bessel.I"	7882.9	2431.36	notfound	notfound
"LSO.NTT(3,58m).SUSI2.Bessel.R"	6412.21	2963.21	notfound	notfound
"LSO.NTT(3,58m).SUSI2.Bessel.U"	3601.27	1550.45	notfound	notfound
"LSO.NTT(3,58m).SUSI2.Bessel.Up"	3359.08	1251.45	notfound	notfound
"LSO.NTT(3,58m).SUSI2.Bessel.V"	5414.3	3570.13	notfound	notfound
"LSO.NTT(3,58m).SUSI2.Bessel.Z"	9898.86	2024.97	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFI.SDSS.g"	4670.51	3952.77	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFI.SDSS.i"	7594.54	2540.12	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFI.SDSS.r"	6150.14	3145.06	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFI.SDSS.u"	3490.05	1410.72	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFI.SDSS.z"	9507.47	2138.89	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFII.None.B"	4319.45	3929.62	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFII.None.I"	7470.97	2517.63	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFII.None.R"	6352.92	3021.29	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFII.None.U"	3723.26	1929.93	notfound	notfound
"McDonald.HarlanJSmith(2,7m).DIAFII.None.V"	5335.34	3662.89	notfound	notfound
"McDonald.ROTSE-IIIb(0,45m).None.None.R"	5497.19	2969.14	notfound	notfound
MCPS.None.None.Johnson.B	4394.48	4000.8	notfound	notfound
MCPS.None.None.Johnson.I	8568.89	2262.23	notfound	notfound
MCPS.None.None.Johnson.U	3706.29	1872.85	notfound	notfound
MCPS.None.None.Johnson.V	5438.23	3591.3	notfound	notfound
"MGIO.LBT(8,4m).LBC.Bessel.B"	4232.59	3836.63	notfound	-0.07
"MGIO.LBT(8,4m).LBC.Bessel.I"	7880.57	2428.54	notfound	notfound
"MGIO.LBT(8,4m).LBC.Bessel.R"	6345.9	3029.06	notfound	notfound
"MGIO.LBT(8,4m).LBC.Bessel.U"	3606.17	1540.75	notfound	0.87
"MGIO.LBT(8,4m).LBC.Bessel.V"	5462.42	3534.97	notfound	0.01
"MGIO.LBT(8,4m).LBC.None.Y"	10371.8	2014.17	notfound	notfound
"MGIO.LBT(8,4m).LBC.SDSS.g"	4695.68	3928.55	notfound	-0.11
"MGIO.LBT(8,4m).LBC.SDSS.r"	6174.8	3132.08	notfound	0.13
"MGIO.LBT(8,4m).LMIRCam.None.L"	36273.34	263.13	notfound	notfound
"MGIO.LBT(8,4m).LMIRCam.None.Lcont"	31487.6	346.26	notfound	notfound
"MGIO.LBT(8,4m).LMIRCam.None.Lshort"	32702.72	319.6	notfound	notfound
"MGIO.LBT(8,4m).LMIRCam.None.M"	46952.02	164.07	notfound	notfound
"MGIO.LBT(8,4m).LMIRCam.None.N"	32732.01	319.26	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.H"	16367.73	1025.54	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.J"	12317.76	1559.27	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.Jhigh"	13001.93	1456.56	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.Jlow"	11964.35	1671.9	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.K"	21659.52	654.53	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.Ks"	21445.89	670.06	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.Y1"	10054.37	2118.6	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.Y2"	10711.57	1933.55	notfound	notfound
"MGIO.LBT(8,4m).LUCI.None.z"	9448.16	2194.46	notfound	notfound
"MGIO.LBT(8,4m).MODS.SDSS.g"	4731.57	3914.68	notfound	notfound
"MGIO.LBT(8,4m).MODS.SDSS.i"	7631.94	2522.37	notfound	notfound
"MGIO.LBT(8,4m).MODS.SDSS.r"	6203.07	3114.78	notfound	notfound
"MGIO.LBT(8,4m).MODS.SDSS.u"	3586.05	1519.07	notfound	notfound
"MGIO.LBT(8,4m).MODS.SDSS.z"	9062.23	2254.69	notfound	notfound
"MGIO.VATT(1,8m).None.None.b"	4338.17	3929.99	notfound	notfound
"MGIO.VATT(1,8m).None.None.i"	8037.44	2390.14	notfound	notfound
"MGIO.VATT(1,8m).None.None.r"	6311.11	3046.11	notfound	notfound
"MGIO.VATT(1,8m).None.None.u"	3627.02	1657.53	notfound	notfound
"MGIO.VATT(1,8m).None.None.v"	5374.07	3643.19	notfound	notfound
"MGIO.VATT(1,8m).None.SDSS.gp"	4681.37	3946.75	notfound	notfound
"MGIO.VATT(1,8m).None.SDSS.ip"	7617.07	2531.44	notfound	notfound
"MGIO.VATT(1,8m).None.SDSS.rp"	6146.86	3146.81	notfound	notfound
"MGIO.VATT(1,8m).None.SDSS.up"	3506.25	1433.57	notfound	notfound
"MGIO.VATT(1,8m).None.SDSS.zp"	9503.38	2139.24	notfound	notfound
"MGIO.VATT(1,8m).None.Vilnius.P"	3792.76	2209.1	notfound	notfound
"MGIO.VATT(1,8m).None.Vilnius.S"	6549.12	2817.48	notfound	notfound
"MGIO.VATT(1,8m).None.Vilnius.T"	7155.51	2739.43	notfound	notfound
"MGIO.VATT(1,8m).None.Vilnius.U"	3435.52	1267.72	notfound	notfound
"MGIO.VATT(1,8m).None.Vilnius.V"	5442.38	3627.05	notfound	notfound
"MGIO.VATT(1,8m).None.Vilnius.X"	4080.66	4084.41	notfound	notfound
"MGIO.VATT(1,8m).None.Vilnius.Y"	4639.62	4182.08	notfound	notfound
"MGIO.VATT(1,8m).None.Vilnius.Z"	5175.43	3806.44	notfound	notfound
"MKO.CFHT(3,58m).CFH12K.Mould.B"	4302.48	4035.99	notfound	notfound
"MKO.CFHT(3,58m).CFH12K.Mould.I"	8090.53	2389.13	1.055841	0.36167
"MKO.CFHT(3,58m).CFH12K.Mould.R"	6516.05	2965.33	0.4409	0.154376
"MKO.CFHT(3,58m).CFH12K.Mould.V"	5338	3645.33	notfound	notfound
"MKO.CFHT(3,58m).CFH12K.None.B"	4161.51	4248.2	notfound	notfound
"MKO.CFHT(3,58m).CFH12K.None.Zp"	10282.67	1904.83	1.55898	0.513837
"MKO.CFHT(3,58m).MegaCam.None.Gp"	4760.3	3922.68	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.None.Ip"	7681.13	2501.58	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.None.Rp"	6208.03	3117.23	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.None.Up"	3827.15	2404.3	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.None.Zp"	9808.36	2030.63	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.SDSS.gp"	4650.03	3952.03	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.SDSS.ip"	7678.45	2502.04	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.SDSS.rp"	6310.21	3059.68	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.SDSS.up"	3610.12	1744.78	notfound	notfound
"MKO.CFHT(3,58m).MegaCam.SDSS.zp"	9209.98	2242.14	notfound	notfound
"MKO.CFHT(3,58m).MegaCamCam.None.g"	4722.38	3918.94	notfound	notfound
"MKO.CFHT(3,58m).MegaCamCam.None.i"	7641.47	2516.75	notfound	notfound
"MKO.CFHT(3,58m).MegaCamCam.None.r"	6336.47	3045.54	notfound	notfound
"MKO.CFHT(3,58m).MegaCamCam.None.u"	3751.88	2149.33	notfound	notfound
"MKO.CFHT(3,58m).MegaCamCam.None.z"	8972.59	2246.38	notfound	notfound
"MKO.CFHT(3,58m).MOCAM.Harris.R"	6391.15	2989.47	notfound	-0.168
"MKO.CFHT(3,58m).MOCAM.Mould.B"	4310.45	4066.69	notfound	notfound
"MKO.CFHT(3,58m).MOCAM.Mould.I"	7970.76	2402.96	notfound	notfound
"MKO.CFHT(3,58m).MOCAM.Mould.R"	6440.05	3003.14	notfound	notfound
"MKO.CFHT(3,58m).MOCAM.Mould.V"	5410.75	3636.49	notfound	notfound
"MKO.CFHT(3,58m).MOCAM.None.V"	5441.77	3584.53	notfound	notfound
"MKO.CFHT(3,58m).None.None.G"	4781.92	3916.07	-0.357651	-0.09181
"MKO.CFHT(3,58m).None.None.I"	8090.45	2389.17	1.055841	0.36167
"MKO.CFHT(3,58m).None.None.R"	6515.87	2965.57	0.4409	0.154376
"MKO.CFHT(3,58m).None.None.U"	3890.07	2777.38	-0.424539	0.367125
"MKO.CFHT(3,58m).None.None.Z"	8777.99	2257.6	1.55898	0.513837
"MKO.CFHT(3,58m).QUIRC.None.H"	16496.52	1012.26	notfound	notfound
"MKO.CFHT(3,58m).QUIRC.None.Hl"	17174.27	968.28	notfound	notfound
"MKO.CFHT(3,58m).QUIRC.None.Hs"	15696.52	1093.6	notfound	notfound
"MKO.CFHT(3,58m).QUIRC.None.J"	12398.71	1544.9	notfound	notfound
"MKO.CFHT(3,58m).QUIRC.None.K"	21952.78	638.89	notfound	notfound
"MKO.CFHT(3,58m).QUIRC.None.Kp"	20922.45	693.52	notfound	notfound
"MKO.CFHT(3,58m).QUIRC.None.Ks"	21435.47	668.89	notfound	1.831
"MKO.CFHT(3,58m).WIRCam.None.H"	16158.2	1044.35	notfound	1.354
"MKO.CFHT(3,58m).WIRCam.None.J"	12481.45	1551.01	notfound	0.924
"MKO.CFHT(3,58m).WIRCam.None.Kcont"	22243.68	636.17	notfound	1.897
"MKO.CFHT(3,58m).WIRCam.None.Ks"	21337.77	674.62	notfound	notfound
"MKO.CFHT(3,58m).WIRCam.None.W"	14514.06	1244.15	notfound	notfound
"MKO.CFHT(3,58m).WIRCam.None.Y"	10221.26	2073.32	notfound	0.612
"MKO.Gemini-North(8,1m).AcqCamN.None.I"	8377.59	2337.51	notfound	notfound
"MKO.Gemini-North(8,1m).AcqCamN.None.R"	6840.45	2775.13	notfound	notfound
"MKO.Gemini-North(8,1m).AcqCamN.None.V"	5544.82	3481.65	notfound	notfound
"MKO.Gemini-North(8,1m).Alopeke.SDSS.g"	4704.07	3927.86	notfound	-0.103
"MKO.Gemini-North(8,1m).Alopeke.SDSS.i"	7565.37	2548.36	notfound	0.366
"MKO.Gemini-North(8,1m).Alopeke.SDSS.r"	6115.82	3158.24	notfound	0.146
"MKO.Gemini-North(8,1m).Alopeke.SDSS.u"	3545.22	1399.18	notfound	0.927
"MKO.Gemini-North(8,1m).Alopeke.SDSS.z"	9342.81	2188.06	notfound	0.533
"MKO.Gemini-North(8,1m).Flamingos2.None.H"	16199.87	1040.71	notfound	1.38
"MKO.Gemini-North(8,1m).Flamingos2.None.J"	12504.47	1546.01	notfound	0.94
"MKO.Gemini-North(8,1m).Flamingos2.None.Jlow"	11178.76	1826.37	notfound	notfound
"MKO.Gemini-North(8,1m).Flamingos2.None.Klong"	21573.39	647.73	notfound	notfound
"MKO.Gemini-North(8,1m).Flamingos2.None.Ks"	21454.89	668.11	notfound	1.86
"MKO.Gemini-North(8,1m).Flamingos2.None.Y"	10182.95	2091.47	notfound	0.634
"MKO.Gemini-North(8,1m).GMOS.None.g"	4650.16	3997.49	notfound	-0.103
"MKO.Gemini-North(8,1m).GMOS.None.i"	7713.48	2494.53	notfound	0.366
"MKO.Gemini-North(8,1m).GMOS.None.r"	6224.3	3140.7	notfound	0.146
"MKO.Gemini-North(8,1m).GMOS.None.u"	3643.91	1687.44	notfound	0.927
"MKO.Gemini-North(8,1m).GMOS.None.Y"	10338.49	2020.11	notfound	notfound
"MKO.Gemini-North(8,1m).GMOS.None.z"	9573.64	2160.03	notfound	0.533
"MKO.Gemini-North(8,1m).GMOS.None.Zc"	8800.35	2250.82	notfound	notfound
"MKO.Gemini-North(8,1m).GNIRS.MKO.J"	12516.77	1525.19	notfound	0.94
"MKO.Gemini-North(8,1m).GNIRS.MKO.K"	21944.98	632.88	notfound	notfound
"MKO.Gemini-North(8,1m).GNIRS.None.H"	16344.77	1014.43	notfound	1.38
"MKO.Gemini-North(8,1m).GNIRS.None.J"	12746.62	1483.61	notfound	0.94
"MKO.Gemini-North(8,1m).GNIRS.None.K"	21751.15	640.53	notfound	notfound
"MKO.Gemini-North(8,1m).GNIRS.None.L"	34400.28	281.73	notfound	notfound
"MKO.Gemini-North(8,1m).GNIRS.None.M"	50531.78	138.9	notfound	notfound
"MKO.Gemini-North(8,1m).GNIRS.None.X"	10993.88	1853.85	notfound	notfound
"MKO.Gemini-North(8,1m).GNIRS.None.XD"	14732.46	1048.13	notfound	notfound
"MKO.Gemini-North(8,1m).GNIRS.None.Y"	10191.07	2067.23	notfound	0.634
"MKO.Gemini-North(8,1m).GPI.None.H"	16322.6	1030.04	notfound	1.38
"MKO.Gemini-North(8,1m).GPI.None.J"	12216.9	1594.92	notfound	0.94
"MKO.Gemini-North(8,1m).GPI.None.K1"	20294.02	733.19	notfound	notfound
"MKO.Gemini-North(8,1m).GPI.None.K2"	22416.73	620.64	notfound	notfound
"MKO.Gemini-North(8,1m).GPI.None.Y"	10376.26	2001.12	notfound	0.634
"MKO.Gemini-North(8,1m).Michelle.None.N"	95374.97	36.99	notfound	notfound
"MKO.Gemini-North(8,1m).Michelle.None.Q"	195515.51	9.42	notfound	notfound
"MKO.Gemini-North(8,1m).NIRI.Knotch.H"	16118.9	1037.3	notfound	1.38
"MKO.Gemini-North(8,1m).NIRI.None.H"	16327.42	1017.39	notfound	1.38
"MKO.Gemini-North(8,1m).NIRI.None.Hcont"	15759.39	1063.05	notfound	1.38
"MKO.Gemini-North(8,1m).NIRI.None.J"	12457.75	1536.56	notfound	0.94
"MKO.Gemini-North(8,1m).NIRI.None.Jcont"	10713.39	1962.11	notfound	0.94
"MKO.Gemini-North(8,1m).NIRI.None.Jcont(2)"	12035.7	1663.57	notfound	0.94
"MKO.Gemini-North(8,1m).NIRI.None.K"	22002.64	629.85	notfound	notfound
"MKO.Gemini-North(8,1m).NIRI.None.Kcont"	20964.17	705.99	notfound	notfound
"MKO.Gemini-North(8,1m).NIRI.None.Kp"	21063.33	679.38	notfound	notfound
"MKO.Gemini-North(8,1m).NIRI.None.Kshort"	21528.99	654.21	notfound	notfound
"MKO.Gemini-North(8,1m).NIRI.None.Lp"	37322.28	244.97	notfound	2.93
"MKO.Gemini-North(8,1m).NIRI.None.Mp"	46665.01	161.54	notfound	3.4
"MKO.Gemini-North(8,1m).NIRI.None.Y"	10211.18	2061.36	notfound	0.634
"MKO.Gemini-North(8,1m).OSCIR.None.N"	102026.49	35.57	notfound	notfound
"MKO.Gemini-North(8,1m).Zorro.SDSS.g"	4703.11	4009.54	notfound	-0.103
"MKO.Gemini-North(8,1m).Zorro.SDSS.i"	7564.44	2550.73	notfound	0.366
"MKO.Gemini-North(8,1m).Zorro.SDSS.r"	6114.87	3199.4	notfound	0.146
"MKO.Gemini-North(8,1m).Zorro.SDSS.u"	3545.19	1401.25	notfound	0.927
"MKO.Gemini-North(8,1m).Zorro.SDSS.z"	9340.3	2188.26	notfound	0.533
"CP.Gemini-South(8,1m).GMOS.None.g"	4643.55	3941.56	notfound	-0.103
"CP.Gemini-South(8,1m).GMOS.None.i"	7719.34	2490.47	notfound	0.366
"CP.Gemini-South(8,1m).GMOS.None.r"	6244.66	3093.67	notfound	0.146
"CP.Gemini-South(8,1m).GMOS.None.u"	3658.17	1733.68	notfound	0.927
"CP.Gemini-South(8,1m).GMOS.None.Y"	10244.27	2071.24	notfound	0.634
"CP.Gemini-South(8,1m).GMOS.None.z"	9181.01	2247.92	notfound	0.533
"CP.Gemini-South(8,1m).GMOS.None.Zc"	8764.01	2265.73	notfound	notfound
"CP.Gemini-South(8,1m).GNIRS.MKO.J"	12516.77	1525.19	notfound	0.94
"CP.Gemini-South(8,1m).GNIRS.MKO.K"	21944.98	632.88	notfound	notfound
"CP.Gemini-South(8,1m).GNIRS.None.H"	16344.77	1014.43	notfound	1.38
"CP.Gemini-South(8,1m).GNIRS.None.J"	12746.62	1483.61	notfound	0.94
"CP.Gemini-South(8,1m).GNIRS.None.K"	21751.15	640.53	notfound	notfound
"CP.Gemini-South(8,1m).GNIRS.None.L"	34400.28	281.73	notfound	notfound
"CP.Gemini-South(8,1m).GNIRS.None.M"	50531.78	138.9	notfound	notfound
"CP.Gemini-South(8,1m).GNIRS.None.X"	10993.88	1853.85	notfound	notfound
"CP.Gemini-South(8,1m).GNIRS.None.XD"	14732.46	1048.13	notfound	notfound
"CP.Gemini-South(8,1m).GNIRS.None.Y"	10191.07	2067.23	notfound	0.634
"CP.Gemini-South(8,1m).Flamingos2.None.H"	16199.87	1040.71	notfound	1.38
"CP.Gemini-South(8,1m).Flamingos2.None.J"	12504.47	1546.01	notfound	0.94
"CP.Gemini-South(8,1m).Flamingos2.None.Jlow"	11178.76	1826.37	notfound	notfound
"CP.Gemini-South(8,1m).Flamingos2.None.Klong"	21573.39	647.73	notfound	notfound
"CP.Gemini-South(8,1m).Flamingos2.None.Ks"	21454.89	668.11	notfound	1.86
